USER_ID,UBICATION,CORPORATE
22843,Medellin,Sura
22844,Medellin,Sura
22845,Cali,Sura
22846,Medellin,Sura
22847,Bello,Sura
22848,Barbosa,Sura
22850,Envigado,Sura
22851,Medellin,Sura
22853,Medellin,Sura
22855,Cajica,Sura
22857,Villavicencio,Bancolombia
22858,Medellin,Sura
22859,Medellin,Sura
22860,Envigado,Sura
22861,Medellin,Sura
22862,Medellin,Sura
22863,Medellin,Sura
22864,Medellin,Sura
22867,Medellin,Sura
22868,Cali,Sura
22869,Medellin,Sura
22871,Cali,Sura
22873,Envigado,Sura
22874,Cali,Sura
22875,Medellin,Sura
22876,Medellin,Sura
22878,Envigado,Sura
22880,Medellin,Sura
22881,Medellin,Sura
22882,Sabaneta,Sura
22884,Medellin,Sura
22885,Medellin,Sura
22887,Medellin,Sura
22889,Envigado,Sura
22890,Rionegro,Sura
22891,Medellin,Sura
22892,Medellin,Sura
22893,Medellin,PersonalSoft
22895,Medellin,Sura
22897,Medellin,Colcaf̩
22898,Medellin,Sura
22899,Medellin,Sura
22902,Medellin,Constructora Prohogar 
22903,Medellin,Sura
22904,Barranquilla,Sura
22906,Medellin,Constructora Prohogar 
22909,Itagui,Sura
22910,Envigado,Bancolombia
22913,Bello,Sura
22914,Armenia,Bancolombia
22915,Bello,Bancolombia
22917,Santafe De Bogota D.C.,Bancolombia
22918,Medellin,Sura
22919,Medellin,Sura
22920,Medellin,Sura
22922,Medellin,Bancolombia
22926,Medellin,Pragma
22928,Santafe De Bogota D.C.,Bancolombia
22930,Medellin,Sura
22931,Medellin,Sura
